"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"phi[166]",0.1680673839475,0.00228239438447293,0.134822714105627,0.04210624,0.3474371,3489.35174663635,0.999650450534648
"phi[167]",0.646835421060125,0.0928869447918579,0.353355824231066,0.01474207,0.9667415,14.4715533892391,1.11248333239035
"phi[168]",0.20387214101,0.00386349006360443,0.18836439467566,0.03796264,0.4781913,2377.04842547946,1.00180524455384
"phi[169]",0.20783950957,0.00166982600804055,0.112546165266216,0.08384369,0.350346,4542.75130766943,1.00113588292846
"phi[170]",0.16417312725,0.00124853884165005,0.0788748155991508,0.07100194,0.2704969,3990.91610639429,1.0046345217652
"phi[171]",0.69597403325,0.00256970519879873,0.135119359530325,0.5168255,0.8621057,2764.83074191576,1.00715641754582
"phi[172]",0.2392688131725,0.00197564945287113,0.142788306375707,0.07367122,0.4285716,5223.54701268862,0.999331059470586
"phi[173]",0.6666082187975,0.0152675759625833,0.32818976225683,0.05006624,0.9539561,462.072241630924,1.02066646494485
"phi[174]",0.3006130230925,0.00342784093856458,0.207626937335261,0.07119705,0.6138287,3668.81719765516,1.00366074529906
"phi[175]",0.1308275625125,0.00212984278436518,0.112768389828783,0.02496892,0.2626041,2803.36511651721,1.00257217987395
"phi[176]",0.3570332259985,0.0379326904508367,0.375500680411166,0.008528919,0.9235881,97.9927989685528,1.04553935601923
"phi[177]",0.37161715483,0.00381656937510859,0.21170481580116,0.08914788,0.6578194,3076.91254481563,1.00064544503035
"phi[178]",0.3614545423,0.0018212382319114,0.134497565475441,0.2048077,0.5492876,5453.75129955565,0.999567332654478
"phi[179]",0.2424934209175,0.00445531847707576,0.204723093948268,0.03376559,0.5540499,2111.42745727007,1.00300989819801
"phi[180]",0.13264786784,0.00168084944287242,0.0980097463606926,0.03826658,0.2544617,3400.01553595489,1.00021659940288
"phi[181]",0.24989423667,0.00189705855727379,0.128224075118135,0.09702259,0.4166983,4568.54258077197,1.00015172562909
"phi[182]",0.4880420939,0.00506452864666033,0.250388522932625,0.116153,0.8125491,2444.27897702593,1.00169377498657
"phi[183]",0.450372428525,0.0028305224863257,0.203557706710996,0.1939098,0.7419903,5171.80188559638,1.00309047310428
"phi[184]",0.31357990818,0.00471005200259847,0.220831313241017,0.04892418,0.6419067,2198.21367894178,1.00403027495842
"phi[185]",0.82326871075,0.00582897207138233,0.100764115545754,0.6864577,0.9370661,298.832512001425,1.01424948749336
"phi[186]",0.184017901392,0.00398749749449603,0.158965427638402,0.03367899,0.3807202,1589.29500712171,1.00972624262282
"phi[187]",0.3305268176175,0.0111084410779869,0.245286419581171,0.03969202,0.6890641,487.574266755162,1.01446641609266
"phi[188]",0.631269783775,0.00473975504737611,0.231179168778902,0.279049,0.8905065,2378.95156665702,1.00381840240229
"phi[189]",0.34241866145,0.00233721812567976,0.165998234425965,0.1415183,0.5639789,5044.3875636126,1.00332113589931
"phi[190]",0.354948488825,0.0024296386559054,0.17472941039701,0.1469754,0.5988192,5171.88245223817,1.00000927431428
"phi[191]",0.60629072215,0.0035835431788289,0.202335818221901,0.3344638,0.8594353,3188.01426823826,0.999852037362175
"phi[192]",0.80684657090725,0.00963284916129665,0.212464877906162,0.5263832,0.9771921,486.479760401315,1.00844672019069
"phi[193]",0.7655944506,0.0101521096461141,0.130852350958278,0.5838267,0.9159307,166.130916254744,1.01731838942758
"phi[194]",0.1743726901175,0.00193470375167454,0.0881792809521584,0.07258859,0.292086,2077.32361677661,1.00842611298845
"phi[195]",0.677482987,0.00309146631411836,0.155608768314208,0.4557536,0.8664235,2533.6060832384,1.00768354909047
"phi[196]",0.6382605643115,0.0163853105008438,0.298906443658122,0.03643755,0.9378082,332.783054393851,1.01929499056436
"phi[197]",0.5793276845545,0.00683959425561099,0.253727537646552,0.2205,0.8961654,1376.17774962336,1.00486753577958
"phi[198]",0.58027687464,0.00778352742730669,0.267709833522817,0.1169829,0.8856622,1182.97543873361,1.00734990335602
"phi[199]",0.5568737865,0.00238746690601766,0.149404542697376,0.366117,0.7596189,3916.09198606187,1.00459117520968
"phi[200]",0.349386938015,0.00331545555094861,0.18162381918932,0.1204489,0.6005675,3000.95295960748,1.00455264284304
"phi[201]",0.5572395186,0.00273623267741471,0.184178071643757,0.3076018,0.7928792,4530.74680474599,1.00233607143843
"phi[202]",0.79598744326975,0.0449811569305932,0.277725649201481,0.3974096,0.9797639,38.1215664928352,1.10564243657184
"phi[203]",0.67754937108,0.00612600632466841,0.215853727811052,0.362228,0.8987668,1241.55003076561,1.00229825252709
"phi[204]",0.6143563863375,0.00409405349172909,0.198166216878453,0.3429992,0.8518156,2342.89168758846,1.0012855263483
